make_model,power_kW,mileage,age,engine_size,type,price
Nissan Pulsar,81.0,111480.0,7.0,1461.0,Used,9390.0
Nissan Qashqai,96.0,113878.0,4.0,1600.0,Used,16990.0
Nissan X-Trail,96.0,137000.0,8.0,1598.0,Used,14799.0
Nissan Qashqai,96.0,72982.0,4.0,1600.0,Used,18990.0
Nissan Pulsar,81.0,102813.0,5.0,1500.0,Used,13490.0
Nissan Qashqai,103.0,33000.0,3.0,1300.0,Used,18490.0
Nissan Qashqai,85.0,42280.0,2.0,1461.0,Used,19900.0
Nissan Qashqai,81.0,147700.0,6.0,1500.0,Used,12990.0
Nissan Qashqai,96.0,115869.0,5.0,1600.0,Used,15845.0
Nissan Qashqai,81.0,133948.0,5.0,1600.0,Used,14990.0
Nissan Qashqai,103.0,7605.0,2.0,1300.0,Used,20990.0
Nissan Qashqai,103.0,7605.0,2.0,1300.0,Used,20990.0
Nissan Qashqai,103.0,52000.0,1.0,1300.0,Used,20590.0
Nissan Qashqai,103.0,47094.0,3.0,1.0,Used,19990.0
Nissan Qashqai,120.0,87400.0,6.0,1600.0,Used,14890.0
Nissan Qashqai,96.0,109990.0,6.0,1600.0,Used,15990.0
Nissan Micra,74.0,46000.0,2.0,999.0,Used,13900.0
Nissan Qashqai,96.0,115869.0,5.0,1600.0,Used,15845.0
Nissan Qashqai,103.0,7605.0,2.0,1300.0,Used,20990.0
Nissan Pulsar,81.0,57134.0,4.0,1500.0,Used,12490.0
Nissan Qashqai,96.0,164417.0,6.0,1600.0,Used,16490.0
Nissan Qashqai,96.0,115869.0,5.0,1600.0,Used,15845.0
Nissan Qashqai,96.0,99950.0,4.0,1598.0,Used,19849.0
Nissan Note,66.0,103115.0,8.0,1500.0,Used,7690.0
Nissan Qashqai,103.0,24300.0,3.0,1300.0,Used,19790.0
Nissan Qashqai,103.0,33000.0,3.0,1300.0,Used,18490.0
Nissan Micra,59.0,114984.0,7.0,1200.0,Used,8990.0
Nissan Qashqai,85.0,38000.0,4.0,1197.0,Used,22849.0
Nissan Qashqai,103.0,30500.0,2.0,1300.0,Used,20090.0
Nissan Micra,66.0,144969.0,3.0,1461.0,Used,11490.0
Nissan Micra,66.0,144969.0,3.0,1461.0,Used,11490.0
Nissan Qashqai,103.0,43818.0,3.0,1300.0,Used,18663.0
Nissan Qashqai,103.0,52000.0,1.0,1300.0,Used,20590.0
Nissan Micra,66.0,144969.0,3.0,1461.0,Used,11490.0
Nissan Qashqai,96.0,97349.0,7.0,1600.0,Used,16490.0
Nissan Qashqai,120.0,120913.0,6.0,1600.0,Used,16399.0
Nissan Qashqai,103.0,38581.0,1.0,1332.0,Used,20900.0
Nissan Juke,81.0,170599.0,5.0,1500.0,Used,10990.0
Nissan Micra,86.0,23327.0,3.0,999.0,Used,15250.0
Nissan Qashqai,120.0,120913.0,6.0,1600.0,Used,16399.0
Nissan Qashqai,96.0,72982.0,4.0,1600.0,Used,18990.0
Nissan Qashqai,81.0,96641.0,7.0,1500.0,Used,13990.0
Nissan Qashqai,103.0,47120.0,2.0,1600.0,Used,18481.0
Nissan Qashqai,103.0,47120.0,2.0,1600.0,Used,18481.0
Nissan Qashqai,103.0,51075.0,3.0,1332.0,Used,23500.0
Nissan Qashqai,103.0,20209.0,3.0,1300.0,Used,17990.0
Nissan Qashqai,103.0,39155.0,3.0,1300.0,Used,18117.0
Nissan Qashqai,81.0,133948.0,5.0,1600.0,Used,14990.0
Nissan Qashqai,96.0,33200.0,3.0,1600.0,Used,17900.0
Nissan Qashqai,103.0,39155.0,3.0,1300.0,Used,18117.0
Nissan Qashqai,103.0,20209.0,3.0,1300.0,Used,17990.0
Nissan Qashqai,81.0,186489.0,11.0,1500.0,Used,11490.0
Nissan Qashqai,103.0,47120.0,2.0,1600.0,Used,18481.0
Nissan Qashqai,103.0,58784.0,4.0,1600.0,Used,22500.0
Nissan Qashqai,103.0,47120.0,2.0,1600.0,Used,18481.0
Nissan Note,66.0,103115.0,8.0,1500.0,Used,7690.0
Nissan Pulsar,81.0,102813.0,5.0,1500.0,Used,13490.0
Nissan Qashqai,103.0,7968.0,1.0,1600.0,Used,23950.0
Nissan Qashqai,85.0,44932.0,3.0,1461.0,Used,19900.0
Nissan Qashqai,81.0,133948.0,5.0,1600.0,Used,14990.0
Nissan Qashqai,81.0,133948.0,5.0,1600.0,Used,14990.0
Nissan Qashqai,96.0,114990.0,4.0,1600.0,Used,18990.0
Nissan Micra,59.0,114984.0,7.0,1200.0,Used,8990.0
Nissan Qashqai,103.0,27636.0,3.0,1600.0,Used,23900.0
Nissan Qashqai,81.0,133948.0,5.0,1600.0,Used,14990.0
Nissan Qashqai,103.0,39155.0,3.0,1300.0,Used,18117.0
Nissan Qashqai,81.0,41183.0,3.0,1461.0,Used,22900.0
Nissan Micra,66.0,65500.0,4.0,1461.0,Used,13450.0
Nissan Qashqai,103.0,39155.0,3.0,1300.0,Used,18117.0
Nissan Qashqai,103.0,38434.0,2.0,1600.0,Used,20026.0
Nissan Qashqai,117.0,33500.0,3.0,1332.0,Used,23000.0
Nissan Pulsar,140.0,134000.0,7.0,1618.0,Used,12190.0
Nissan Qashqai,81.0,102611.0,4.0,1600.0,Used,17790.0
Nissan Qashqai,103.0,24300.0,3.0,1300.0,Used,19790.0
Nissan Qashqai,120.0,49999.0,5.0,1600.0,Used,18490.0
Nissan Micra,66.0,138000.0,4.0,1500.0,Used,12490.0
Nissan Qashqai,96.0,143000.0,7.0,1600.0,Used,14990.0
Nissan Micra,66.0,89713.0,4.0,1461.0,Used,12590.0
Nissan Micra,68.0,4146.0,0.0,999.0,Pre-registered,14900.0
Nissan Qashqai,85.0,60184.0,6.0,1600.0,Used,20390.0
Nissan Qashqai,120.0,87400.0,6.0,1600.0,Used,14890.0
Nissan Qashqai,103.0,38434.0,2.0,1600.0,Used,20026.0
Nissan Qashqai,103.0,37489.0,2.0,1600.0,Used,20845.0
Nissan Qashqai,96.0,99187.0,7.0,1600.0,Used,14490.0
Nissan Qashqai,103.0,37489.0,2.0,1600.0,Used,20845.0
Nissan Pulsar,85.0,39176.0,4.0,1197.0,Used,12390.0
Nissan Qashqai,96.0,164417.0,6.0,1600.0,Used,16490.0
Nissan Qashqai,81.0,41183.0,3.0,1461.0,Used,22900.0
Nissan Qashqai,85.0,28000.0,1.0,1461.0,Used,21900.0
Nissan Qashqai,103.0,51427.0,1.0,1300.0,Used,21490.0
Nissan Qashqai,81.0,114075.0,5.0,1500.0,Used,15990.0
Nissan Pulsar,81.0,115853.0,7.0,1461.0,Used,9995.0
Nissan Qashqai,120.0,87400.0,6.0,1600.0,Used,14890.0
Nissan Qashqai,96.0,95334.0,5.0,1598.0,Used,18600.0
Nissan Note,66.0,75670.0,8.0,1500.0,Used,7990.0
Nissan Qashqai,85.0,50618.0,3.0,1500.0,Used,19990.0
Nissan Qashqai,96.0,108168.0,5.0,1600.0,Used,14490.0
Nissan Pulsar,81.0,102813.0,5.0,1500.0,Used,13490.0
Nissan Micra,74.0,90468.0,3.0,999.0,Used,12500.0
Nissan Qashqai,96.0,60262.0,10.0,1598.0,Used,13900.0
Nissan Micra,74.0,17000.0,3.0,999.0,Used,16900.0
Nissan Qashqai,96.0,72982.0,4.0,1600.0,Used,18990.0
Nissan Qashqai,103.0,38434.0,2.0,1600.0,Used,20026.0
Nissan Qashqai,96.0,97349.0,7.0,1600.0,Used,16490.0
Nissan Qashqai,81.0,133948.0,5.0,1600.0,Used,14990.0
Nissan Pulsar,81.0,184102.0,7.0,1461.0,Used,9490.0
Nissan Qashqai,81.0,142919.0,7.0,1500.0,Used,13899.0
Nissan Micra,66.0,138000.0,4.0,1500.0,Used,12490.0
Nissan Juke,86.0,89512.0,3.0,1598.0,Used,15400.0
Nissan Pulsar,85.0,22500.0,4.0,1200.0,Used,14490.0
Nissan Note,66.0,142475.0,6.0,1500.0,Used,8990.0
Nissan Qashqai,96.0,113878.0,4.0,1600.0,Used,16990.0
Nissan Qashqai,81.0,86600.0,5.0,1461.0,Used,20900.0
Nissan Micra,68.0,6.0,0.0,999.0,Pre-registered,14900.0
Nissan Micra,66.0,22443.0,3.0,1461.0,Used,13900.0
Nissan Qashqai,103.0,37489.0,2.0,1600.0,Used,20845.0
Nissan Qashqai,85.0,45191.0,2.0,1600.0,Used,20300.0
Nissan Qashqai,96.0,62096.0,5.0,1600.0,Used,20490.0
Nissan Qashqai,116.0,35000.0,1.0,1600.0,Used,25990.0
Nissan Qashqai,81.0,147700.0,6.0,1500.0,Used,12990.0
Nissan Micra,66.0,86979.0,4.0,1461.0,Used,12900.0
Nissan Pulsar,81.0,90354.0,7.0,1461.0,Used,12900.0
Nissan Micra,68.0,6.0,0.0,999.0,Pre-registered,14900.0
Nissan Qashqai,81.0,124849.0,5.0,1500.0,Used,15481.0
Nissan Pulsar,81.0,136858.0,7.0,1500.0,Used,9990.0
Nissan Qashqai,103.0,37489.0,2.0,1600.0,Used,20845.0
Nissan Qashqai,85.0,151566.0,3.0,1461.0,Used,14975.0
Nissan Qashqai,103.0,38434.0,2.0,1600.0,Used,20026.0
Nissan Pulsar,85.0,72129.0,6.0,1197.0,Used,9500.0
Nissan Qashqai,96.0,143000.0,7.0,1600.0,Used,14990.0
Nissan Qashqai,85.0,50618.0,3.0,1500.0,Used,19990.0
Nissan Micra,66.0,89713.0,4.0,1461.0,Used,12590.0
Nissan Qashqai,96.0,109990.0,6.0,1600.0,Used,15990.0
Nissan Pulsar,81.0,130500.0,7.0,1461.0,Used,10490.0
Nissan Qashqai,103.0,43818.0,3.0,1300.0,Used,18663.0
Nissan Qashqai,103.0,34606.0,3.0,1332.0,Used,20500.0
Nissan Pulsar,85.0,89355.0,5.0,1200.0,Used,11490.0
Nissan Qashqai,96.0,143000.0,7.0,1600.0,Used,14990.0
Nissan Qashqai,96.0,164417.0,6.0,1600.0,Used,16490.0
Nissan Qashqai,81.0,33124.0,4.0,1461.0,Used,22900.0
Nissan Micra,66.0,18000.0,4.0,1461.0,Used,16900.0
Nissan Micra,74.0,23334.0,2.0,999.0,Used,14900.0
Nissan Qashqai,103.0,60300.0,2.0,1300.0,Used,20990.0
Nissan Qashqai,103.0,45588.0,3.0,1600.0,Used,23900.0
Nissan Micra,72.0,149000.0,9.0,1198.0,Used,7900.0
Nissan Qashqai,103.0,26850.0,3.0,1332.0,Used,25399.0
Nissan Qashqai,103.0,39164.0,3.0,1332.0,Used,23000.0
Nissan Qashqai,85.0,41380.0,3.0,1461.0,Used,19900.0
Nissan Micra,66.0,18000.0,4.0,1461.0,Used,16900.0
Nissan Qashqai,103.0,77726.0,3.0,1300.0,Used,18890.0
Nissan Micra,68.0,4146.0,0.0,999.0,Pre-registered,14900.0
Ford Fiesta,147.0,107816.0,4.0,1496.0,Used,14990.0
Ford Fiesta,147.0,102710.0,5.0,1596.0,Used,14990.0
Ford Fiesta,74.0,92919.0,4.0,998.0,Used,10890.0
Ford Focus,185.0,112140.0,5.0,1999.0,Used,17900.0
Ford Focus,88.0,125000.0,4.0,1498.0,Used,10800.0
Ford Fiesta,147.0,43410.0,4.0,1496.0,Used,18890.0
Ford Fiesta,147.0,44700.0,3.0,1498.0,Used,22991.0
Ford Fiesta,92.0,7055.0,2.0,999.0,Used,17290.0
Ford Fiesta,147.0,32440.0,3.0,1496.0,Used,18980.0
Ford Mondeo,88.0,135744.0,5.0,1499.0,Used,12500.0
Ford Fiesta,74.0,144719.0,5.0,998.0,Used,9650.0
Ford Fiesta,147.0,68355.0,4.0,1496.0,Used,17980.0
Ford Fiesta,147.0,34626.0,4.0,1496.0,Used,21850.0
Ford Fiesta,147.0,27044.0,3.0,1498.0,Used,20470.0
Ford Focus,88.0,70467.0,3.0,1499.0,Used,19900.0
Ford Focus,88.0,139000.0,5.0,1498.0,Used,9000.0
Ford Fiesta,147.0,12500.0,1.0,1496.0,Demonstration,29440.0
Ford Fiesta,74.0,45459.0,4.0,998.0,Used,14990.0
Ford Focus,88.0,70047.0,3.0,1499.0,Used,19900.0
Ford Fiesta,147.0,24350.0,2.0,1498.0,Used,22950.0
Ford Fiesta,147.0,38265.0,3.0,1498.0,Used,23969.0
Ford Kuga,110.0,76106.0,5.0,1498.0,Used,16990.0
Ford Focus,92.0,106673.0,7.0,999.0,Used,10000.0
Ford Fiesta,134.0,178500.0,8.0,1596.0,Used,9480.0
Ford Focus,257.0,85000.0,4.0,2264.0,Used,34900.0
Ford Fiesta,147.0,50000.0,3.0,1496.0,Used,20490.0
Ford Fiesta,147.0,65082.0,6.0,1596.0,Used,18900.0
Ford Focus,92.0,59998.0,3.0,999.0,Used,15500.0
Ford Fiesta,134.0,67000.0,7.0,1596.0,Used,15990.0
Ford Fiesta,74.0,90000.0,6.0,998.0,Used,9490.0
Ford Fiesta,147.0,34495.0,3.0,1498.0,Used,22890.0
Ford Ka/Ka+,63.0,19315.0,3.0,1198.0,Used,11999.0
Ford Fiesta,55.0,6.0,1.0,1.0,Pre-registered,15900.0
Ford Fiesta,60.0,74911.0,6.0,1241.0,Used,12900.0
Ford Fiesta,92.0,7374.0,1.0,998.0,Demonstration,18950.0
Ford Fiesta,60.0,110305.0,6.0,1242.0,Used,10995.0
Ford Fiesta,134.0,59820.0,5.0,1596.0,Used,16555.0
Ford Fiesta,74.0,27078.0,4.0,998.0,Used,15290.0
Ford Fiesta,103.0,5000.0,3.0,998.0,Used,19950.0
Ford Focus,70.0,55480.0,5.0,1498.0,Used,15900.0
Ford Focus,92.0,1000.0,0.0,999.0,Pre-registered,23990.0
Ford Focus,92.0,4971.0,1.0,999.0,Pre-registered,24900.0
Ford Focus,92.0,59998.0,3.0,999.0,Used,15500.0
Ford Fiesta,92.0,46300.0,4.0,998.0,Used,14999.0
Ford Ka/Ka+,63.0,19895.0,4.0,1242.0,Used,12900.0
Ford Fiesta,74.0,120000.0,4.0,998.0,Used,14900.0
Ford Fiesta,74.0,8000.0,4.0,998.0,Used,15900.0
Ford Fiesta,74.0,56000.0,3.0,999.0,Used,14900.0
Ford Fiesta,74.0,21759.0,4.0,998.0,Used,14990.0
Ford Focus,92.0,35849.0,4.0,999.0,Used,16900.0
Ford Fiesta,74.0,46246.0,3.0,998.0,Used,13990.0
Ford Fiesta,147.0,63400.0,3.0,1498.0,Used,18989.0
Ford Fiesta,92.0,3627.0,0.0,999.0,Demonstration,21450.0
Ford Fiesta,74.0,22990.0,3.0,998.0,Used,18300.0
Ford Fiesta,103.0,36055.0,3.0,999.0,Used,14210.0
Ford Fiesta,74.0,23634.0,3.0,998.0,Used,15990.0
Ford Fiesta,63.0,69650.0,3.0,1499.0,Used,13950.0
Ford Fiesta,63.0,107907.0,2.0,1499.0,Used,12989.0
Ford Fiesta,92.0,7000.0,0.0,999.0,Used,25950.0
Ford Fiesta,92.0,9.0,0.0,999.0,Pre-registered,19980.0
Ford Fiesta,74.0,16369.0,1.0,998.0,Used,17639.0
Ford Fiesta,103.0,60200.0,3.0,998.0,Used,15980.0
Ford Fiesta,92.0,7200.0,1.0,998.0,Used,18950.0
Ford Focus,92.0,57986.0,4.0,999.0,Used,17300.0
Ford Fiesta,92.0,17100.0,3.0,998.0,Used,16680.0
Ford Focus,92.0,42109.0,3.0,999.0,Used,19200.0
Ford Fiesta,63.0,116982.0,2.0,1499.0,Used,12989.0
Ford Fiesta,88.0,43534.0,4.0,1499.0,Used,16990.0
Ford Fiesta,44.0,74630.0,8.0,1242.0,Used,7950.0
Ford Fiesta,74.0,47816.0,4.0,998.0,Used,13990.0
Ford Fiesta,52.0,153990.0,4.0,1084.0,Used,7690.0
Ford Fiesta,92.0,910.0,0.0,998.0,Pre-registered,21970.0
Ford Fiesta,114.0,6609.0,1.0,999.0,Used,24450.0
Ford Fiesta,74.0,78212.0,3.0,998.0,Used,13970.0
Ford Fiesta,92.0,7573.0,1.0,999.0,Used,24950.0
Ford Focus,92.0,41982.0,2.0,999.0,Used,19700.0
Ford Fiesta,103.0,27195.0,4.0,998.0,Used,17942.0
Ford Fiesta,74.0,6373.0,3.0,998.0,Used,18790.0
Ford EcoSport,103.0,40913.0,4.0,998.0,Used,15980.0
Ford Fiesta,59.0,19650.0,7.0,998.0,Used,9980.0
Ford Fiesta,74.0,29234.0,5.0,998.0,Used,14900.0
Ford Fiesta,74.0,13806.0,3.0,998.0,Used,14580.0
Ford Fiesta,48.0,84545.0,7.0,998.0,Demonstration,8694.0
Ford Ka/Ka+,63.0,1700.0,3.0,1194.0,Used,13990.0
Ford Fiesta,92.0,3669.0,0.0,999.0,Used,24490.0
Ford Fiesta,52.0,43003.0,3.0,1084.0,Used,11450.0
Ford Fiesta,63.0,36560.0,4.0,1084.0,Used,12969.0
Ford Fiesta,92.0,5000.0,0.0,999.0,Used,18950.0
Ford Fiesta,70.0,69990.0,9.0,1560.0,Used,9890.0
Ford Fiesta,74.0,37605.0,3.0,998.0,Used,14900.0
Ford Focus,92.0,70000.0,5.0,999.0,Used,12900.0
Ford Fiesta,92.0,150.0,1.0,999.0,Used,20850.0
Ford Fiesta,92.0,19802.0,1.0,999.0,Used,23930.0
Ford Fiesta,92.0,25209.0,1.0,999.0,Used,24420.0
Ford Focus,92.0,16397.0,2.0,998.0,Used,25988.0
Ford Fiesta,92.0,17745.0,2.0,999.0,Used,17390.0
Ford Fiesta,63.0,48210.0,3.0,1499.0,Used,13990.0
Ford Fiesta,92.0,6000.0,1.0,999.0,Demonstration,18490.0
Ford Fiesta,63.0,26394.0,4.0,1084.0,Used,12480.0
Ford Fiesta,52.0,22438.0,3.0,1084.0,Used,12900.0
Ford Fiesta,92.0,24119.0,2.0,998.0,Used,16225.0
Ford Fiesta,92.0,22035.0,2.0,999.0,Used,18290.0
Ford Ka/Ka+,63.0,25000.0,5.0,1198.0,Used,12450.0
Ford Fiesta,103.0,56731.0,5.0,998.0,Used,13450.0
Ford Fiesta,70.0,4948.0,1.0,999.0,Used,18441.0
Ford Fiesta,63.0,31800.0,3.0,1084.0,Used,13500.0
Ford Focus,92.0,74645.0,3.0,999.0,Used,19200.0
Ford Fiesta,74.0,50820.0,9.0,998.0,Used,8999.0
Ford Fiesta,70.0,44070.0,2.0,999.0,Used,16180.0
Ford Fiesta,63.0,23900.0,4.0,1084.0,Used,13490.0
Ford Fiesta,74.0,23765.0,2.0,998.0,Used,17390.0
Ford Focus,92.0,18220.0,2.0,999.0,Used,18900.0
Ford Fiesta,55.0,12938.0,1.0,1084.0,Used,15699.0
Ford Fiesta,92.0,6000.0,1.0,999.0,Employee's car,18990.0
Ford Fiesta,63.0,15440.0,2.0,1084.0,Used,15980.0
Ford Fiesta,74.0,21220.0,1.0,999.0,Used,18840.0
Ford Fiesta,52.0,56884.0,4.0,1084.0,Used,9660.0
Ford Focus,92.0,14452.0,0.0,999.0,Used,21990.0
Ford Fiesta,63.0,29987.0,3.0,1084.0,Used,14900.0
Ford Fiesta,55.0,26335.0,1.0,1084.0,Used,14700.0
Ford Focus,92.0,1.0,1.0,999.0,Pre-registered,22950.0
Ford Focus,92.0,1.0,1.0,999.0,Pre-registered,22950.0
Ford Focus,92.0,1000.0,0.0,999.0,Pre-registered,21990.0
Ford Fiesta,74.0,39800.0,4.0,998.0,Used,13950.0
Ford Fiesta,63.0,43700.0,4.0,1084.0,Used,10950.0
Ford Fiesta,92.0,1000.0,0.0,998.0,Pre-registered,19990.0
Ford Focus,206.0,197000.0,15.0,2521.0,Used,8500.0
Ford Mustang,224.0,4485.0,17.0,4598.0,Used,22500.0
Ford Focus,257.0,69900.0,5.0,2264.0,Used,35900.0
Ford Focus,257.0,45134.0,5.0,2261.0,Used,34900.0
Ford Focus,257.0,49604.0,6.0,2261.0,Used,36900.0
Ford Mondeo,177.0,138841.0,10.0,1999.0,Used,13950.0
Ford Focus,206.0,31319.0,3.0,2261.0,Used,34500.0
Ford Fiesta,63.0,139210.0,4.0,1499.0,Used,8990.0
Ford Focus,257.0,92697.0,6.0,2261.0,Used,32900.0
Ford Focus,110.0,63000.0,3.0,1496.0,Used,23000.0
Ford Focus,257.0,44504.0,4.0,2261.0,Used,37900.0
Ford Fiesta,134.0,122696.0,7.0,1596.0,Used,13750.0
Ford Focus,257.0,72500.0,6.0,2300.0,Used,33950.0
Ford Fiesta,134.0,79132.0,7.0,1596.0,Used,16645.0
Ford Fiesta,134.0,114549.0,5.0,1595.0,Used,15944.0
Ford Focus,257.0,40388.0,6.0,2261.0,Used,34900.0
Ford Mondeo,85.0,132206.0,7.0,1560.0,Used,11950.0
Ford Focus,88.0,134000.0,4.0,1498.0,Used,12990.0
Ford Focus,184.0,117909.0,7.0,1999.0,Used,19750.0
Ford Fiesta,134.0,66434.0,8.0,1596.0,Used,15995.0
Ford Fiesta,134.0,75070.0,8.0,1596.0,Used,16250.0
Ford Fiesta,147.0,84511.0,5.0,1596.0,Used,18250.0
Ford Focus,206.0,19899.0,2.0,2261.0,Used,29900.0
Ford Fiesta,147.0,89812.0,5.0,1596.0,Used,17900.0
Ford Focus,92.0,32000.0,6.0,999.0,Used,13990.0
Ford Fiesta,63.0,124000.0,4.0,1499.0,Used,11500.0
Ford Fiesta,63.0,99655.0,4.0,1084.0,Used,12425.0
Ford Focus,184.0,33047.0,5.0,1999.0,Used,22950.0
Ford Fiesta,74.0,88750.0,3.0,998.0,Used,12650.0
Ford Focus,257.0,23000.0,5.0,2264.0,Used,38990.0
Ford Mondeo,85.0,138666.0,8.0,1560.0,Used,9450.0
Ford Focus,110.0,94673.0,3.0,1498.0,Used,23745.0
Ford Fiesta,135.0,99206.0,9.0,1596.0,Used,12444.0
Ford Focus,93.0,117799.0,9.0,1596.0,Used,9950.0
Ford Mondeo,88.0,129562.0,7.0,1499.0,Used,12950.0
Ford Focus,134.0,131754.0,4.0,1496.0,Used,20945.0
Ford Fiesta,60.0,85000.0,6.0,1242.0,Used,9500.0
Ford Fiesta,92.0,109186.0,5.0,998.0,Used,12490.0
Ford Focus,85.0,84500.0,7.0,1560.0,Used,11900.0
Ford Puma,114.0,22939.0,1.0,999.0,Used,25680.0
Ford Fiesta,70.0,144346.0,5.0,1499.0,Used,8950.0
Ford Fiesta,63.0,75182.0,4.0,1499.0,Used,10750.0
Ford Fiesta,73.0,79642.0,4.0,998.0,Used,16425.0
Ford Focus,84.0,140000.0,11.0,1560.0,Used,7990.0
Ford Fiesta,74.0,8000.0,4.0,998.0,Pre-registered,18490.0
Ford Fiesta,147.0,55250.0,3.0,1496.0,Used,20740.0
Ford Focus,88.0,65066.0,3.0,1499.0,Used,20950.0
Ford Focus,88.0,99112.0,4.0,1499.0,Used,16595.0
Ford Focus,93.0,67372.0,3.0,999.0,Used,21895.0
Ford Mondeo,110.0,60463.0,5.0,1997.0,Used,20690.0
Ford Fiesta,103.0,15108.0,2.0,998.0,Demonstration,19440.0
Ford Fiesta,103.0,86626.0,7.0,998.0,Used,10999.0
Ford Fiesta,63.0,125645.0,5.0,1499.0,Used,11745.0
Ford Fiesta,134.0,51001.0,5.0,1596.0,Used,16440.0
Ford Puma,114.0,21943.0,1.0,999.0,Used,25180.0
Ford Ka/Ka+,63.0,33397.0,4.0,1198.0,Used,10910.0
Ford Focus,74.0,159276.0,7.0,999.0,Used,8945.0
Ford Fiesta,147.0,31000.0,4.0,1496.0,Used,20920.0
Ford Focus,92.0,119946.0,5.0,999.0,Used,11945.0
Ford Fiesta,92.0,1500.0,3.0,998.0,Used,18990.0
Ford Focus,74.0,166395.0,4.0,999.0,Used,10445.0
Ford Fiesta,92.0,124742.0,9.0,998.0,Used,7950.0
Ford Focus,88.0,126742.0,3.0,1499.0,Used,16900.0
Ford Focus,74.0,148890.0,7.0,999.0,Used,7950.0
Ford Focus,110.0,36458.0,2.0,1499.0,Used,20400.0
Ford Fiesta,71.0,119740.0,5.0,1499.0,Used,9695.0
Ford Fiesta,74.0,3525.0,3.0,998.0,Used,19950.0
Ford Fiesta,147.0,62654.0,3.0,1496.0,Used,22980.0
Ford Fiesta,74.0,43377.0,5.0,998.0,Used,15490.0
Ford Fiesta,74.0,47933.0,3.0,998.0,Used,17445.0
Ford Focus,93.0,44484.0,6.0,999.0,Used,16250.0
Ford Fiesta,73.0,120628.0,4.0,998.0,Used,15425.0
Ford Focus,88.0,64000.0,6.0,1498.0,Used,13950.0
Ford Ka/Ka+,63.0,26700.0,4.0,1194.0,Used,12900.0
Ford Fiesta,74.0,94290.0,4.0,998.0,Used,13590.0
Ford Fiesta,59.0,52350.0,5.0,998.0,Used,10495.0
Ford Focus,187.0,69321.0,7.0,1999.0,Used,21999.0
Ford Focus,88.0,69131.0,5.0,1498.0,Used,14845.0
Ford Focus,74.0,172684.0,5.0,999.0,Used,9945.0
Ford Fiesta,74.0,78740.0,9.0,998.0,Used,9750.0
Ford Fiesta,74.0,48830.0,4.0,998.0,Used,13990.0
Ford Fiesta,103.0,11000.0,2.0,998.0,Used,17500.0
Ford Fiesta,93.0,59783.0,8.0,998.0,Used,10742.0
Ford Fiesta,74.0,10300.0,3.0,998.0,Used,13749.0
Ford Fiesta,74.0,91356.0,6.0,998.0,Used,9995.0
Ford Focus,92.0,87677.0,5.0,999.0,Used,12690.0
Ford Focus,133.0,17550.0,3.0,1498.0,Used,25845.0
Ford Fiesta,63.0,100000.0,4.0,1499.0,Used,12490.0
Ford Focus,88.0,42659.0,4.0,1498.0,Used,17900.0
Ford Fiesta,74.0,6900.0,3.0,998.0,Used,15990.0
Ford Fiesta,74.0,29000.0,3.0,998.0,Used,17250.0
Ford Fiesta,63.0,96894.0,4.0,1084.0,Used,9950.0
Ford Fiesta,114.0,327.0,2.0,999.0,Used,18790.0
Ford EcoSport,92.0,10.0,0.0,998.0,Pre-registered,24690.0
Ford Fiesta,71.0,26147.0,7.0,1499.0,Used,9945.0
Ford Focus,74.0,135125.0,4.0,999.0,Used,12445.0
Ford Fiesta,103.0,61090.0,4.0,998.0,Used,15890.0
Ford Fiesta,92.0,13742.0,1.0,999.0,Employee's car,22890.0
Ford Fiesta,77.0,98016.0,6.0,999.0,Used,11749.0
Ford Focus,88.0,49387.0,3.0,1499.0,Used,19999.0
Ford Fiesta,56.0,99200.0,6.0,1498.0,Used,9999.0
Ford EcoSport,92.0,10.0,0.0,998.0,Pre-registered,24490.0
Ford Fiesta,74.0,79968.0,4.0,998.0,Used,15490.0
Ford Focus,110.0,36458.0,2.0,1499.0,Used,20400.0
Ford Fiesta,104.0,82875.0,6.0,998.0,Used,11950.0
Ford Focus,93.0,36493.0,4.0,999.0,Used,19400.0
Ford Fiesta,60.0,82944.0,8.0,998.0,Used,8450.0
Ford Fiesta,74.0,44269.0,3.0,998.0,Used,14990.0
Ford Fiesta,92.0,5.0,0.0,999.0,Pre-registered,23410.0
Ford Fiesta,63.0,72682.0,4.0,1500.0,Used,12390.0
Ford Focus,74.0,57290.0,5.0,1000.0,Used,12950.0
Ford Focus,74.0,159721.0,5.0,999.0,Used,10745.0
Ford Ka/Ka+,63.0,82600.0,4.0,1196.0,Used,11850.0
Ford Fiesta,74.0,30674.0,4.0,998.0,Used,14945.0
Ford Fiesta,62.0,62827.0,3.0,1084.0,Used,12445.0
Ford Fiesta,60.0,63145.0,9.0,998.0,Used,8444.0
Ford Focus,74.0,97696.0,4.0,999.0,Used,13990.0
Ford Fiesta,59.0,101196.0,5.0,998.0,Used,9750.0
Ford Fiesta,74.0,79987.0,5.0,998.0,Used,12190.0
Ford Focus,92.0,55000.0,3.0,999.0,Used,16900.0
Ford Focus,92.0,42141.0,3.0,999.0,Used,20790.0
Ford Fiesta,92.0,5.0,0.0,999.0,Pre-registered,21410.0
Ford Focus,93.0,16225.0,2.0,999.0,Used,21999.0
Ford Fiesta,70.0,13200.0,2.0,999.0,Used,17690.0
Ford Focus,92.0,52374.0,4.0,999.0,Used,15490.0
